label,text
Food,"Carbohydrates are mainly in the form of starch, fructose, glucose and other sugars."
Food,"The stevia plant contains a compound known as steviol which, when extracted, has 300 times the sweetness of sugar while having minimal impact on blood sugar."
Food,The science of nutrition attempts to understand how and why specific dietary aspects influence health.
Food,Individuals who are food-secure do not live in hunger or fear of starvation.
Food,"The right to food, and its variations, is a human right protecting the right of people to feed themselves in dignity, implying that sufficient food is available, that people have the means to access it, and that it adequately meets the individual's dietary needs."
Food,"[edit]
Food policy is the area of public policy concerning how food is produced, processed, distributed, purchased, or provided."
Food,"An open-pit barbecue in the American south is one example along with the American-style outdoor grill fueled by wood, liquid propane, or charcoal along with soaked wood chips for smoking."
Food,"The oxygen is then released, and the glucose stored as an energy reserve."
Food,"Children under five years of age account for 40% of the burden of foodborne illness, with 125,000 deaths each year."
Food,The two most common factors leading to cases of bacterial foodborne illness are cross-contamination of ready-to-eat food from other uncooked foods and improper temperature control.
Food,"Sashimi in Japanese cuisine consists of raw sliced fish or other meat, and sushi often incorporates raw fish or seafood."
Food,"Plants can be processed into bread, pasta, cereals, juices and jams, or raw ingredients such as sugar, herbs, spices and oils can be extracted."
Food,"Other than enhancing flavour, salty foods are significant for body needs and maintaining a delicate electrolyte balance, which is the kidney's function."
Food,Complex carbohydrates are long chains and do not have a sweet taste.
Food,"Food sources

Haber-Bosch reactors like this produce most of the planet's fixed nitrogen, a requirement for life.﻿ primary reformer ﻿ air feed ﻿ secondary reformer ﻿ CO conversion ﻿ washing tower ﻿ ammonia reactor ﻿ heat exchanger ﻿ ammonia condenser
In a given ecosystem, food forms a web of interlocking chains with primary producers at the bottom and apex predators at the top."
Food,"Insects are major eaters of seeds, with ants being the only real seed dispersers."
Food,Sour is evolutionarily significant as it is a sign of food that may have gone rancid due to bacteria.
Food,Herbivores generally have more than carnivores as they need to tell which plants may be poisonous.
Food,The 2007–08 world food price crisis is thought to have been be partially caused by speculation.
Food,"Certain types of food can become contaminated if stored or presented in an unsafe container, such as a ceramic pot with lead-based glaze."
Food,Various cultures throughout the world study the dietary analysis of food habits.
Food,"For instance, vegetarians choose to forgo food from animal sources to varying degrees."
Food,"An intervention to reduce food loss or waste, if sufficiently large, will affect prices upstream and downstream in the supply chain relative to where the intervention occurred."
Food,"Food products produced by animals include milk produced by mammary glands, which in many cultures is drunk or processed into dairy products (cheese, butter, etc.)."
Food,"Food manufacturing
Main article: Food manufacture

Packaged household food items
Packaged foods are manufactured outside the home for purchase."
Food,"In Italy, carpaccio is a dish of very thinly sliced raw beef, drizzled with a vinaigrette made with olive oil."
Food,"Price levels depend on the food production process, including food marketing and food distribution."
Food,"[edit]
Food speculation refers to the buying and selling of futures contracts by traders with the aim of profiting from changes in food prices."
Food,"Salt may be iodized, meaning iodine has been added to it."
Food,Major influences on food production include international organizations (e.g.
Food,"Table set with red meat, bread, pasta, vegetables, fruit, fish, and beans
Display of various foods
Humans eat various substances for energy, enjoyment and nutritional support."
Food,"Many cultures have diversified their foods by utilizing preparation, cooking methods, and manufacturing."
Food,"Approximately 815 million people are undernourished, and over 16,000 children die per day from hunger-related causes."
Food,"From 2011 to 2016, on average, there were 668,673 cases of foodborne illness and 21 deaths each year."
Food,"Also, if people are deprived of access to food for reasons beyond their control, for example, because they are in detention, in times of war or after natural disasters, the right requires the government to provide food directly."
Food,"Recommended measures for ensuring food safety include maintaining a clean preparation area with foods of different types kept separate, ensuring an adequate cooking temperature, and refrigerating foods promptly after cooking."
Food,"For the global poor, food speculation and resulting price peaks may result in increased poverty or even famine."
Food,"This system of conventional agriculture relies heavily on fossil fuels, which means that the food and agricultural systems are one of the major contributors to climate change, accounting for as much as 37% of total greenhouse gas emissions."
Food,"These are usually of plant, animal, or fungal origin, and contain essential nutrients, such as carbohydrates, fats, proteins, vitamins, and minerals."
Food,Growing world population will put more pressure on the supply and demand.
Food,"As cultures have mixed through forces like international trade and globalization, ingredients have become more widely available beyond their geographic and cultural origins, creating a cosmopolitan exchange of different food traditions and practices."
Food,"A common saying is that people ""eat with their eyes""."
Food,"The health food movement known as raw foodism promotes a mostly vegan diet of raw fruits, vegetables, and grains prepared in various ways, including juicing, food dehydration, sprouting, and other methods of preparation that do not heat the food above 118 °F (47.8 °C)."
Food,"A 2021 meta-analysis, that did not include food lost during production, by the United Nations Environment Programme found that food waste was a challenge in all countries at all levels of economic development."
Food,Strict interpretations of kashrut require the animal to be fully aware when its carotid artery is cut.
Food,"In some instances, traces of food in the air, too minute to be perceived through smell, have been known to provoke lethal reactions in extremely sensitive individuals."
Food,"However, fish butchery may be done on board a fishing vessel and quick-frozen for the preservation of the quality."
Food,"Food safety
Main article: Food safety
According to the World Health Organization (WHO), about 600 million people worldwide get sick and 420,000 die each year from eating contaminated food."
Food,"Further concerns about the impact of industrial farming (grains) on animal welfare, human health, and the environment are also affecting contemporary human dietary habits."
Food,"There is archaeological evidence of roasted foodstuffs at Homo erectus campsites dating from 420,000 years ago."
Food,"This often includes decision-making around production and processing techniques, marketing, availability, utilization, and consumption of food, in the interest of meeting or furthering social objectives."
Food,"In a home, most food preparation takes place in a kitchen."
Food,Supermarkets brought with them a self service approach to shopping using shopping carts and were able to offer quality food at lower cost through economies of scale and reduced staffing costs.
Food,Severe malnutrition in early childhood often leads to defects in cognitive development.
Food,"Dogs, cats and birds have relatively few taste buds (chickens have about 30), adult humans have between 2000 and 4000, while catfish can have more than a million."
Food,Catfish have millions of taste buds covering their entire body.
Food,"Water and fiber have low energy densities, or calories, while fat is the most energy-dense component."
Food,"Access
Access to food is an economical and a sociological issue."
Food,"Primary consumers are the herbivores that consume the plants, and secondary consumers are the carnivores that consume those herbivores."
Food,"Birds, although being major dispersers, only rarely eat seeds as a source of food and can be identified by their thick beak that is used to crack open the seed coat."
Food,"In 1994, over 100 countries became signatories to the Uruguay Round of the General Agreement on Tariffs and Trade in a dramatic increase in trade liberalization."
Food,"Minerals (e.g., salts) and organic substances (e.g., vitamins) can also be found in food."
Food,"Whole grains are foods that contain all the elements of the original seed (bran, germ, and endosperm)."
Food,"The analysis estimated that global food waste was 931 million tonnes of food waste (about 121 kg per capita) across three sectors: 61 percent from households, 26 percent from food service and 13 percent from retail."
Food,"In contrast to food hoarding, speculation does not mean that real food shortages or scarcity need to be evoked, the price changes are only due to trading activity."
Food,"Humans are omnivores, finding sustenance in vegetables, fruits, cooked meat, milk, eggs, mushrooms and seaweed."
Food,"Ovens may be wood-fired, coal-fired, gas, electric, or oil-fired."
Food,The effects of food insecurity can include hunger and even famines.
Food,"Less commonly, acute adverse reactions can also occur if chemical contamination of food occurs, for example from improper storage, or use of non-food grade soaps and disinfectants."
Food,Different species of animals have different feeding behaviours that satisfy the needs of their metabolisms and have evolved to fill a specific ecological niche within specific geographical contexts.
Food,"Many cultures have a recognizable cuisine, a specific set of cooking traditions using various spices or a combination of flavours unique to that culture, which evolves."
Food,"Fats, on the other hand, especially saturated fats, are thicker and rich and are thus considered more enjoyable to eat."
Food,"As previously discussed, the body is designed by natural selection to enjoy sweet and fattening foods for evolutionary diets, ideal for hunters and gatherers."
Food,Poor intake of various vitamins and minerals can lead to diseases that can have far-reaching effects on health.
Food,"Oilseeds are often pressed to produce rich oils: sunflower, flaxseed, rapeseed (including canola oil) and sesame."
Food,": 35–36  Foods that have a strong umami flavor include meats, shellfish, fish (including fish sauce and preserved fish such as Maldives fish, sardines, and anchovies), tomatoes, mushrooms, hydrolyzed vegetable protein, meat extract, yeast extract, cheeses, and soy sauce."
Food,"From a culinary perspective, fruits are generally considered the remains of botanically described fruits after grains, nuts, seeds and fruits used as vegetables are removed."
Food,"Taste
Main article: Taste
Animals, specifically humans, typically have five different types of tastes: sweet, sour, salty, bitter, and umami."
Food,"Diet deficiencies
Main article: Avitaminosis
Dietary habits play a significant role in the health and mortality of all humans."
Food,"Sweetness is almost always caused by a type of simple sugar such as glucose or fructose, or disaccharides such as sucrose, a molecule combining glucose and fructose."
Food,"Prices
This section is an excerpt from Food prices."
Food,"Common examples include adding granola to yoghurt, adding croutons to a salad or soup, and toasting bread to enhance its crunchiness for a smooth topping, such as jam or butter."
Food,"Bitter taste is a sensation considered unpleasant characterised by having a sharp, pungent taste."
Food,"There are many different types of salt, with each having a different degree of saltiness, including sea salt, fleur de sel, kosher salt, mined salt, and grey salt."
Food,"Grains are more starch based and nuts have a high protein, fibre, vitamin E and B content."
Food,"In Argentina, an asado (Spanish for ""grilled"") is prepared on a grill held over an open pit or fire made upon the ground, on which a whole animal or smaller cuts are grilled."
Food,"This mainly involved salting, curing, curdling, drying, pickling, fermenting, and smoking."
Food,"Rationing is sometimes used to distribute food in times of shortage, most notably during times of war."
Food,Food prices affect producers and consumers of food.
Food,"Moreover, reducing food waste in all parts of the food system is an important part of reducing the environmental impact of agriculture, by reducing the total amount of water, land, and other resources used."
Food,"Fungi and bacteria are also used in the preparation of fermented foods like bread, wine, cheese and yogurt."
Food,"Not all mammals share the same tastes: some rodents can taste starch, cats cannot taste sweetness, and several carnivores (including hyenas, dolphins, and sea lions) have lost the ability to sense up to four of the five taste modalities found in humans."
Food,"Reuse pathways of surplus food intended for human consumption, such as food donation, is the next best strategy after prevention, followed by animal feed, recycling of nutrients and energy followed by the least preferred option, landfill, which is a major source of the greenhouse gas methane."
Food,"and N. Africa - 3120 kcal/capita/day * South Asia - 2450 kcal/capita/day * East Asia - 3040 kcal/capita/day * Latin America / Caribbean - 2950 kcal/capita/day * Developed countries - 3470 kcal/capita/day
Main article: Diet (nutrition)
Cultural and religious diets
Many cultures hold some food preferences and some food taboos."
Food,"Yogurt in a steel vessel
Humans eat thousands of plant species; there may be as many as 75,000 edible species of angiosperms, of which perhaps 7,000 are often eaten."
Food,"Foods that have a strong umami flavor include cheese, meat and mushrooms."
Food,"Because of these fundamental rights, food security is often a priority international policy activity; for example Sustainable Development Goal 2 ""Zero hunger"" is meant to eliminate hunger by 2030."
Food,Trade liberalization has greatly affected world food trade.
Food,"Mammals eat a more diverse range of seeds, as they are able to crush harder and larger seeds with their teeth."
Food,"Eggs laid by birds and other animals are eaten and bees produce honey, a reduced nectar from flowers that is used as a popular sweetener in many cultures."
Food,Sometimes a cycle of food aid dependence can develop.
Food,"The substance is ingested by an organism and assimilated by the organism's cells to provide energy, maintain life, or stimulate growth."
Food,The digestive systems of herbivores and carnivores are very different as plant matter is harder to digest.
Food,"Sour foods include citrus, specifically lemons and limes."
Food,Vitamin C deficiency results in scurvy.
Food,There are many possible causes to food insecurity.
Food,These six dimensions of food security are reinforced in conceptual and legal understandings of the right to food.
Food,"Most systems include four basic groups that describe their origin and relative nutritional function: Vegetables and Fruit, Cereals and Bread, Dairy, and Meat."
Food,"Initial treatment is with epinephrine (adrenaline), often carried by known patients in the form of an Epi-pen or Twinject."
Food,"Cold meats, such as chicken, that are to be cooked should not be placed at room temperature for thawing, at the risk of dangerous bacterial growth, such as Salmonella or E. coli."
Food,"Western kitchens use variable temperature convection ovens, conventional ovens, toaster ovens, or non-radiant heat ovens like the microwave oven."
Food,Several organisations have begun calling for a new kind of agriculture in which agroecosystems provide food but also support vital ecosystem services so that soil fertility and biodiversity are maintained rather than compromised.
Food,"Certain tastes are more enjoyable than others, for evolutionary purposes."
Food,"Human populations can respond to chronic hunger and malnutrition by decreasing body size of children, known in medical terms as stunting or stunted growth."
Food,"At the simplest level, this may involve washing, cutting, trimming, or adding other foods or ingredients, such as spices."
Food,"Increases in food prices, or agflation, endangers food security, particularly for developing countries, and can cause social unrest."
Food,The variety and availability of food is no longer restricted by the diversity of locally grown food or the limitations of the local growing season.
Food,Another universal phenomenon regarding food is the appeal of contrast in taste and presentation.
Food,"This includes meat, eggs, shellfish and dairy products like milk and cheese."
Food,"These countries list food as any item that is to be processed, partially processed, or unprocessed for consumption."
Food,"Plants, algae, and some microorganisms use photosynthesis to make some of their own nutrients."
Food,"Whilst under international law, states are obliged to respect, protect and fulfill the right to food, the practical difficulties in achieving this human right are demonstrated by prevalent food insecurity across the world, and ongoing litigation in countries such as India."
Food,"This is often connected with famine, which involves the absence of food in entire communities."
Food,"Animal preparation
The preparation of animal-based food usually involves slaughter, evisceration, hanging, portioning, and rendering."
Food,"[edit]

Fruit and vegetables in a dumpster, discarded uneaten

Food recovered by food waste critic Robin Greenfield in Madison, Wisconsin, from two days of recovery from dumpsters
Food loss and waste is food that is not eaten."
Food,The marketing of even a single food product can be a complicated process involving many producers and companies.
Food,"In a developing nation, there are three main objectives for food policy: to protect the poor from crises, to develop long-run markets that enhance efficient resource use, and to increase food production that will in turn promote an increase in income."
Food,Classic Italian cuisine includes the use of a brick oven containing burning wood.
Food,"Oilseeds are pressed to produce rich oils – ⁣sunflower, flaxseed, rapeseed (including canola oil) and sesame."
Food,"In the continents with the biggest food-related problems – Africa, Asia and South America – not only is there shortage of food and lack of infrastructure but also maldistribution and inadequate access to food."
Food,"With the onset of industrialization and the development of the food processing industry, a wider range of food could be sold and distributed in distant locations."
Food,"As such animals have evolved, the tastes that provide the most energy (sugar and fats) are the most pleasant to eat while others, such as bitter, are not enjoyable."
Food,"Plants can be processed into breads, pasta, cereals, juices and jams or raw ingredients such as sugar, herbs, spices and oils can be extracted."
Food,"Safety
Main article: Food safety

Salmonella bacteria is a common cause of foodborne illness, particularly in undercooked chicken and chicken eggs."
Food,"Although aquatic foods contribute significantly to the health of billions of people around the world, they tend to be undervalued nutritionally, primarily because their diversity is framed in a monolithic way as ""seafood or fish."""
Food,"Taste perception
Main article: Taste
Some animals, specifically humans, have five different types of tastes: sweet, sour, salty, bitter, and umami."
Food,Fluctuation in food prices is determined by a number of compounding factors.
Food,"Fish and other marine animals are harvested from lakes, rivers, wetlands, inland waters, coasts, estuaries, mangroves, near-shore areas, and marine and ocean waters."
Food,Salads consisting of raw vegetables or fruits are common in many cuisines.
Food,"As agricultural technologies improved, humans settled into agriculture lifestyles with diets shaped by the agriculture opportunities in their region of the world."
Food,"Food loss and waste is a major part of the impact of agriculture on climate change (it amounts to 3.3 billion tons of CO2e emissions annually) and other environmental issues, such as land use, water use and loss of biodiversity."
Food,"For the actors, the apparently random swings are predictable, which means potential huge profits."
Food,"Additionally, food contains water and dietary fiber."
Food,"Animals that only eat plants are called herbivores, with those that mostly just eat fruits known as frugivores, leaves, while shoot eaters are folivores (pandas) and wood eaters termed xylophages (termites)."
Food,Food deprivation is regarded as a deficit need in Maslow's hierarchy of needs and is measured using famine scales.
Food,The cost of subsidizing farm incomes is passed along to consumers in the form of higher food prices.
Food,"Ammonia is the precursor to proteins, nucleic acids, and most vitamins."
Food,"Computer-based control systems, sophisticated processing and packaging methods, and logistics and distribution advances can enhance product quality, improve food safety, and reduce costs."
Food,"the World Trade Organization and Common Agricultural Policy), national government policy (or law), and war."
Food,"Foodborne illness, commonly called ""food poisoning"", is caused by bacteria, toxins, viruses, parasites, and prions."
Food,"Plants as a food source are divided into seeds, fruits, vegetables, legumes, grains and nuts."
Food,"At the start of the 21st century, a two-tier structure has arisen, with a few international food processing giants controlling a wide range of well-known food brands."
Food,"The Human Rights Measurement Initiative measures the right to food for countries around the world, based on their level of income."
Food,These cancer may be caused by carcinogens that are present in food naturally or as contaminants.
Food,"Obesity, a serious problem in the western world, leads to higher chances of developing heart disease, diabetes, cancer and many other diseases."
Food,One large egg has 7 grams of protein.
Food,"Cooking technique, known as culinary art, generally requires the selection, measurement, and combining of ingredients in an ordered procedure to achieve the desired result."
Food,"Increases in food prices is related to disparities in diet quality and health, particularly among vulnerable populations, such as women and children."
Food,"Many plants and animals have coevolved in such a way that the fruit is a good source of nutrition to the animal who then excretes the seeds some distance away, allowing greater dispersal."
Food,"Humans are highly adaptable omnivores, and have adapted to obtain food in many different ecosystems."
Food,This can have a devastating and widespread effect on human health and mortality.
Food,"The majority of the food energy required is supplied by the industrial food industry, which produces food through intensive agriculture and distributes it through complex food processing and food distribution systems."
Food,"[edit]

A woman selling produce at a market in Lilongwe, Malawi
Food security is the state of having reliable access to a sufficient quantity of affordable, nutritious food."
Food,"Policy
This section is an excerpt from Food policy."
Food,"The four pillars of food security include availability, access, utilization, and stability."
Food,"It is however often difficult to identify the specific components in diet that serve to increase or decrease cancer risk since many food, such as beef steak and broccoli, contain low concentrations of both carcinogens and anticarcinogens."
Food,"On the local level, a butcher may commonly break down larger animal meat into smaller manageable cuts, and pre-wrap them for commercial sale or wrap them to order in butcher paper."
Food,Addressing the carbon intensity of the food system and food waste are important mitigation measures in the global response to climate change.
Food,"With increasing concern over both the methods and products of modern industrial agriculture, there has been a growing trend toward sustainable agricultural practices."
Food,"Food is usually of plant, animal, or fungal origin and contains essential nutrients such as carbohydrates, fats, proteins, vitamins, or minerals."
Food,"Over 2,370 species are harvested from wild fisheries, and about 624 are farmed in aquaculture."
Food,"The World Food Summit in 1996 declared that ""food should not be used as an instrument for political and economic pressure."""
Food,Herbivores however have comparatively longer digestive tracts and larger stomachs to aid in digesting the cellulose in plants.
Food,"Historically, humans secured food through two main methods: hunting and gathering and agriculture."
Food,"Primary producers include algae, plants, bacteria and protists that acquire their energy from sunlight."
Food,Starvation is a significant international problem.
Food,"Most vitamins are found from plant sources, with exceptions of vitamin D and vitamin B12."
Food,Industrialized countries strive to ensure that farmers earn relatively stable incomes despite price and supply fluctuations and adverse weather events.
Food,"Common food allergens are gluten, corn, shellfish (mollusks), peanuts, and soy."
Food,"Digestion
Main article: Digestion
Food is broken into nutrient components through digestive process."
Food,Micronutrients are the minerals and vitamins.
Food,"Cooking

Cooking with a wok in China
Main article: Cooking
The term ""cooking"" encompasses a vast range of methods, tools, and combinations of ingredients to improve the flavour or digestibility of food."
Food,"Ovens are mostly hollow devices that get very hot, up to 500 °F (260 °C), and are used for baking or roasting and offer a dry-heat cooking method."
Food,"Food safety and security are monitored by international agencies like the International Association for Food Protection, the World Resources Institute, the World Food Programme, the Food and Agriculture Organization, and the International Food Information Council."
Food,"Umami
Umami has been described as savoury and is characteristic of broths and cooked meats."
Food,"Many foods, however, are slightly acidic and help stimulate the taste buds and enhance flavour."
Food,Different cuisines will use different types of ovens.
Food,Kwashiorkor and marasmus are childhood disorders caused by lack of dietary protein.
Food,"Diet

Changes of food supply (by energy)
Other area (Yr 2010) * Africa, sub-Sahara - 2170 kcal/capita/day * N.E."
Food,"Vegetables refer to any other part of the plant that can be eaten, including roots, stems, leaves, flowers, bark or the entire plant itself."
Food,"Others choose a healthier diet, avoiding sugars or animal fats and increasing consumption of dietary fiber and antioxidants."
Food,"According to Goode, Curtis and Theophano, food ""is the last aspect of an ethnic culture to be lost""."
Food,"For example, only kosher foods are permitted by Judaism, halal foods by Islam, and in Hinduism beef is restricted."
Food,"At the 1996 World Food Summit, governments reaffirmed the right to food and committed themselves to halve the number of hungry and malnourished from 840 to 420 million by 2015."
Food,"Restaurants

Café Procope in Paris was founded in 1686."
Food,It brought the advantages of pre-prepared time-saving food to the bulk of ordinary people who did not employ domestic servants.
Food,"In 2005, the population of the United States spent $496 billion on out-of-home dining."
Food,Energy from the sun is absorbed and used to transform water and carbon dioxide in the air or soil into oxygen and glucose.
Food,"For example, 56 companies are involved in making one can of chicken noodle soup."
Food,"Artificial sweeteners such as sucralose are used to mimic the sugar molecule, creating the sensation of sweetness, without the energy."
Food,"These foreign bodies can include pests or their droppings, hairs, cigarette butts, wood chips, and all manner of other contaminants."
Food,"The supermarket giants wield great purchasing power over farmers and processors, and strong influence over consumers."
Food,"Sour foods include citrus, specifically lemons, limes, and to a lesser degree oranges."
Food,Picture of hands holding rice.
Food,Here food was sold to grocers for sale in their local shops for purchase by local consumers.
Food,"Food policy comprises the mechanisms by which food-related matters are addressed or administered by governments, including international bodies or networks, and by public institutions or private organizations."
Food,Omnivorous humans are highly adaptable and have adapted to obtain food in many different ecosystems.
Food,"Salty

Salt mounds in Bolivia
Saltiness is the taste of alkali metal ions such as sodium and potassium."
Food,"Contrasts in textures, such as something crunchy in an otherwise smooth dish, may increase the appeal of eating it."
Food,"These refined ""restaurants"" were a marked change from the usual basic eateries such as inns and taverns, and some had developed from early Parisian cafés, such as Café Procope, by first serving bouillon, then adding other cooked food to their menus."
Food,"Human food is food which is fit for human consumption, and which humans willingly eat."
Food,"Overall, about one-third of the world's food is thrown away."
Food,"Photosynthesis is one main source of biomass, the food for plants, algae and certain bacteria and, indirectly, organisms higher in the food chain."
Food,"In modern times these foods are easily available to consumers, which promotes obesity in adults and children alike."
Food,"Allergies
Main article: Food allergy
Some people have allergies or sensitivities to foods that are not problematic to most people."
Food,"Geopolitical events, global demand, exchange rates, government policy, diseases and crop yield, energy costs, availability of natural resources for agriculture, food speculation, changes in the use of soil and weather events directly affect food prices."
Food,"Food policymakers engage in activities such as regulation of food-related industries, establishing eligibility standards for food assistance programs for the poor, ensuring safety of the food supply, food labeling, and even the qualifications of a product to be considered organic."
Food,Food poisoning has been recognized as a disease since as early as Hippocrates.
Food,"Nutrition and dietary problems
Between the extremes of optimal health and death from starvation or malnutrition, there is an array of disease states that can be caused or alleviated by changes in diet."
Food,Dietary choices can also define cultures and play a role in religion.
Food,"To a certain extent, adverse price trends can be counteracted by food politics."
Food,Climate change mitigation strategies prominently feature reducing food waste.
Food,"Food policy can be promulgated on any level, from local to global, and by a government agency, business, or organization."
Food,"It may also involve mixing, heating or cooling, pressure cooking, fermentation, or combination with other food."
Food,This can be as simple as a butcher preparing meat or as complex as a modern international food industry.
Food,"Right to food
This section is an excerpt from Right to food."
Food,Disadvantaged people typically live further away from providers of healthy food than the middle class.
Food,"Some cultures consume blood, such as in blood sausage, as a thickener for sauces, or in a cured, salted form for times of food scarcity, and others use blood in stews such as jugged hare."
Food,"[edit]

The Food and Agriculture Organization (FAO) Food Price Index 1961–2021 in nominal and real terms."
Food,"Human food can be classified in various ways, either by related content or by how it is processed."
Food,"Food presented in a clean and appetizing way will encourage a good flavour, even if unsatisfactory."
Food,Humans generally use cooking to prepare food for consumption.
Food,"Corn (maize), wheat, and rice account for 87% of all grain production worldwide."
Food,"Food sources
Humans are omnivores finding sustenance in vegetables, fruits, cooked meat, milk, eggs, mushrooms and seaweed."
Food,"According to the WHO and CDC, in the USA alone, annually, there are 76 million cases of foodborne illness leading to 325,000 hospitalizations and 5,000 deaths."
Food,"In the natural settings that human primate ancestors evolved in, sweetness intensity should indicate energy density, while bitterness tends to indicate toxicity."
Food,"Marketing and retailing
Main article: Food marketing

Packaged food aisles of supermarket in Portland, Oregon, United States
Food marketing brings together the producer and the consumer."
Food,"One 4-ounce (110 g) steak, chicken breast or pork chop contains about 30 grams of protein."
Food,"In more recent years, a greater understanding of the causes of food-borne illnesses has led to the development of more systematic approaches such as the Hazard Analysis and Critical Control Points (HACCP), which can identify and eliminate many risks."
Food,"Despite the implementation of food rationing, Britain remained dependent on food imports and the result was a long-term engagement in the Battle of the Atlantic."
Food,"Diarrhea is the most common illness caused by consuming contaminated food, with about 550 million cases and 230,000 deaths from diarrhea each year."
Food,There also exists a wide array of small local or national food processing companies.
Food,Various types of cooktops are used as well.
Food,Agricultural producers often bear the burden of governments' desire to keep food prices sufficiently low for growing urban populations.
Food,"In a more developed country such as the United States, food and nutrition policy must be viewed in context with regional and national economic concerns, environmental pressures, maintenance of a social safety net, health, encouragement of private enterprise and innovation, and an agrarian landscape dominated by fewer, larger mechanized farms."
Food,"Raw food preparation

Many types of fish ready to be eaten, including salmon and tuna
Certain cultures highlight animal and vegetable foods in a raw state."
Food,"Other nutrients found in animal products include calories, fat, essential vitamins (including B12) and minerals (including zinc, iron, calcium, magnesium)."
Food,"The right to food protects the right of all human beings to be free from hunger, food insecurity, and malnutrition."
Food,"However, the number has increased over the past years, reaching an infamous record in 2009 of more than 1 billion undernourished people worldwide."
Food,"Early food processing techniques were limited by available food preservation, packaging, and transportation."
Food,Food speculation may be a reason for agflation.
Food,Vegetarians choose to forgo food from animal sources to varying degrees.
Food,Anticarcinogens that may help prevent cancer can also be found in many food especially fruit and vegetables.
Food,"Food is mainly composed of water, lipids, proteins, and carbohydrates."
Food,"Worldwide, aquatic foods are available every season and are produced in a wide variety."
Food,"Animals

Various raw meats
Animals are used as food either directly or indirectly."
Food,"Carbon, oxygen and hydrogen are absorbed from the air or water and are the basic nutrients needed for plant survival."
Food,"This also includes a complex food trade which helps the cultures to economically survive by way of food, not just by consumption."
Food,"Food preparation
Main article: Outline of food preparation
While many foods can be eaten raw, many also undergo some form of preparation for reasons of safety, palatability, texture, or flavour."
Food,Food is traded and marketed on a global basis.
Food,These businesses include not only chicken and vegetable processors but also the companies that transport the ingredients and those that print labels and manufacture cans.
Food,"For example, the United States established the Humane Slaughter Act of 1958, which requires that an animal be stunned before killing."
Food,"For instance, 30% of the world's population either has, or is at risk for developing, iodine deficiency."
Food,"It can be raw, processed, or formulated and is consumed orally by animals for growth, health, or pleasure."
Food,Food policies are designed to influence the operation of the food and agriculture system balanced with ensuring human health needs.
Food,"There is also climate change, water scarcity, land degradation, agricultural diseases, pandemics and disease outbreaks that can all lead to food insecurity."
Food,"These pieces of equipment can use either a moist or dry cooking method and include methods such as steaming, simmering, boiling, and poaching for moist methods, while the dry methods include sautéing, pan frying, and deep-frying."
Food,"Economy

SeaWiFS image for the global biosphere

Global average daily calorie consumption in 1995

Food imports in 2005

Population density by country
Food systems have complex economic and social value chains that effect many parts of the global economy."
Food,"Steak tartare and salmon tartare are dishes made from diced or ground raw beef or salmon, mixed with various ingredients and served with baguettes, brioche, or frites."
Food,"Water, while important for survival, has no taste."
Food,"Fleshy fruits (distinguishable from dry fruits like grain, seeds and nuts) can be further classified as stone fruits (cherries and peaches), pome fruits (apples, pears), berries (blackberry, strawberry), citrus (oranges, lemon), melons (watermelon, cantaloupe), Mediterranean fruits (grapes, fig), tropical fruits (banana, pineapple)."
Food,"Presentation

A French basil salmon terrine, with eye-appealing garnishes
Main article: Food presentation
Aesthetically pleasing and eye-appealing food presentations can encourage people to consume food."
Food,"Nuts are dry fruits, distinguishable by their woody shell."
Food,"Cooking certain proteins, such as egg whites, meats, and fish, denatures the protein, causing it to become firm."
Food,"Conversely, badly managed food aid can create problems by disrupting local markets, depressing crop prices, and discouraging food production."
Food,"The causes of food waste or loss are numerous and occur throughout the food system, during production, processing, distribution, retail and food service sales, and consumption."
Food,"An allergen associated with this type of reaction is peanut, although latex products can induce similar reactions."
Food,About 182 fish consume seeds or fruit.
Food,The concept of food security has evolved over time.
Food,The differing tastes are important for distinguishing between foods that are nutritionally beneficial and those which may contain harmful toxins.
Food,Historically salt has long been used as a meat preservative as salt promotes water excretion.
Food,"[edit]

Right to food around the world (as of 2011–2012):
  Adopted or drafting a framework law (19)
  Constitutional, explicit as a right (23)
  Constitutional, implicit in broader rights or as directive principle (41)
  Direct applicability via international treaties (103)
  Committed by ratifying the International Covenant on Economic, Social and Cultural Rights (160)
  No known right to food
Note: The same country can fall in multiple categories; the colour given to a country corresponds to the highest listed category in which a country falls."
Food,"More recently, dietary habits have been influenced by the concerns that some people have about possible impacts on health or the environment from genetically modified food."
Food,[better source needed][relevant?]
Food,The amount of the food substance required to provoke a reaction in a particularly susceptible individual can be quite small.
Food,Food insecurity is the opposite of food security: a state where there is only limited or uncertain availability of suitable food.
Food,"Umami, commonly described as savory, is a marker of proteins and characteristic of broths and cooked meats."
Food,"Items not included in the legal definition of food include animal feed, live animals (unless being prepared for sale in a market), plants before harvesting, medicinal products, cosmetics, tobacco and tobacco products, narcotic or psychotropic substances, and residues and contaminants."
Food,"Constraints on success include the variability of ingredients, ambient conditions, tools, and the skill of the individual cook."
Food,And 1 cup of milk has about 8 grams of protein.
Food,"Some countries are now economically dependent on food exports, which in some cases account for over 80% of all exports."
